번호,개방자치단체코드,관리번호,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,업태구분명,좌표정보(x),좌표정보(y),위생업태명
13124,4050000,4050000-201-1989-20007,448854,경기도 용인시 수지구 풍덕천동 941,경기도 용인시 수지구 풍덕천로190번길 19-1 (풍덕천동),16833,유토피아모텔,여관업,209008.4697,424758.9848,여관업
13125,5600000,5600000-201-1977-00002,487851,경기도 포천시 일동면 기산리 90-163,경기도 포천시 일동면 화동로 1042-1,11117,국일여관,여관업,227811.3909,494894.5667,여관업
13126,5600000,5600000-201-1978-00002,487823,경기도 포천시 소흘읍 송우리 142-5번지,,,송창여관,여관업,212751.0406,480512.8771,여관업
13127,4050000,4050000-201-2011-00001,,경기도 용인시 처인구 이동읍 서리 770번지,경기도 용인시 처인구 이동읍 기흥단지로 579-1,17125,라센트라,휴양콘도미니엄업,213803.1612,413719.8242,휴양콘도미니엄업
13128,4050000,4050000-201-2002-00008,449823,경기도 용인시 처인구 양지면 양지리 493-54,경기도 용인시 처인구 양지면 남평로 51-8,17161,호텔베너,일반호텔,225712.9083,414292.1316,일반호텔
13129,4050000,4050000-201-2011-00002,449925,경기도 용인시 처인구 김량장동 254-72,경기도 용인시 처인구 금령로71번길 6-4 (김량장동),17052,미니여관,여관업,218092.7073,414864.0051,여관업
13130,4050000,4050000-201-1990-00002,449929,경기도 용인시 처인구 마평동 649-3,경기도 용인시 처인구 금령로 157 (마평동),17153,리스빌,여관업,218902.7981,414795.2344,여관업
13131,4050000,4050000-201-2007-00001,448505,경기도 용인시 수지구 풍덕천동 69-86,경기도 용인시 수지구 풍덕천로172번길 19-15 (풍덕천동),16833,호텔172st,여관업,208955.9487,424740.0345,여관업
13132,4050000,4050000-201-1999-00001,449924,경기도 용인시 처인구 김량장동 133-99,경기도 용인시 처인구 용문로 196-1 (김량장동),17052,낙원여인숙,여인숙업,218334.8595,415064.3823,여인숙업
13133,4050000,4050000-201-2012-00001,446529,경기도 용인시 기흥구 중동 845-1,경기도 용인시 기흥구 동백3로11번길 43 (중동),17006,리 디자인 호텔,일반호텔,213271.7035,418934.8518,일반호텔
13134,4050000,4050000-201-1990-10006,446596,경기도 용인시 기흥구 신갈동 51-2,경기도 용인시 기흥구 신갈로58번길 29-7 (신갈동),16969,G모텔,여관업,209572.6,419051.7359,여관업
13135,5600000,5600000-201-1988-00003,487829,경기도 포천시 소흘읍 이곡리 179-1번지,경기도 포천시 소흘읍 광릉수목원로 810,11187,필모텔,여관업,213307.6961,474621.5823,여관업
13138,4160000,4160000-214-2019-00018,477812,경기도 가평군 청평면 대성리 602-3번지,"경기도 가평군 청평면 대성강변길 46-35, 1~2층",12457,리버하우스,숙박업(생활),233373.8231,464132.2478,숙박업(생활)
13144,4050000,4050000-201-2019-00002,449924,경기도 용인시 처인구 김량장동 142-22번지,경기도 용인시 처인구 금령로117번길 19 (김량장동),17052,호텔 헤르메스,여관업,218482.9909,415047.548,여관업
13158,4160000,4160000-214-2019-00024,477841,경기도 가평군 북면 제령리 548-1,"경기도 가평군 북면 꽃넘이길 87-11, 가,나동 1~3층",12405,테라피스파펜션,숙박업(생활),245894.2095,488489.169,숙박업(생활)
13159,3010000,3010000-201-2019-00009,100845,서울특별시 중구 을지로2가 199-13번지 4~9층,"서울특별시 중구 명동3길 36, 4~9층 (을지로2가)",4534,(주)라인호텔명동,일반호텔,198493.6591,451451.4785,일반호텔
13166,3010000,3010000-201-2019-00011,100851,서울특별시 중구 을지로6가 18-130번지 10층,"서울특별시 중구 을지로 255, 10층 (을지로6가)",4564,(주)케이스타 호텔,관광호텔,200513.5245,451579.0998,관광호텔
13181,3180000,3180000-214-2019-00001,150034,서울특별시 영등포구 영등포동4가 426-2번지,"서울특별시 영등포구 경인로 823-2, 3층,4층,5층층 (영등포동4가)",7305,프라임레지던스,숙박업(생활),191478.0141,445967.3266,숙박업(생활)
13185,3180000,3180000-201-2019-00005,150031,서울특별시 영등포구 영등포동1가 106번지,서울특별시 영등포구 신길로 293 (영등포동1가),7306,토요코인 서울영등포,관광호텔,192146.823,446159.381,관광호텔
13187,4170000,4170000-214-2019-00005,476852,경기도 양평군 단월면 석산리 143번지,경기도 양평군 단월면 석산로 1551,12525,인앤인 펜션,숙박업(생활),254405.9449,460576.3849,숙박업(생활)
13189,3000000,3000000-201-2019-00007,110500,서울특별시 종로구 이화동 105-2번지 glue hotel,"서울특별시 종로구 율곡로 228, glue hotel (이화동)",3123,글루호텔,관광호텔,200280.2189,452611.5759,관광호텔
13190,3000000,3000000-201-2019-00008,110320,서울특별시 종로구 낙원동 134-2번지,서울특별시 종로구 돈화문로11길 37 (낙원동),3139,목시 서울 인사동 호텔,관광호텔,198988.9836,452223.0972,관광호텔
13204,3980000,3980000-201-2019-00001,471815,경기도 구리시 수택동 374-21 4~8층,"경기도 구리시 체육관로172번길 34-5, 4~8층 (수택동)",11927,브띠끄 여기,여관업,212121.0332,455266.3009,여관업
13209,4160000,4160000-214-2019-00035,477841,경기도 가평군 북면 제령리 636-9번지,"경기도 가평군 북면 가화로 1422-26, 2,3층",12405,가인풀빌라,숙박업(생활),244844.5903,488811.1035,숙박업(생활)
13210,3230000,3230000-201-2019-00003,138827,서울특별시 송파구 방이동 36-17번지 호텔 더 캐슬,"서울특별시 송파구 올림픽로32길 7, 호텔 더 캐슬 (방이동)",5543,호텔 더 캐슬(방이1),관광호텔,209573.2274,445919.3522,관광호텔
13213,4160000,4160000-201-2019-00007,477854,"경기도 가평군 설악면 사룡리 9-37 외 1필지, 9-63 외 1필지","경기도 가평군 설악면 자잠로282번길 72-235, 주 1, 2동",12460,가평청평아쿠아비타리버뷰스파가족수영장펜션,관광호텔,244711.3016,466091.9997,관광호텔
13214,4160000,4160000-201-2019-00006,477811,경기도 가평군 청평면 호명리 144-4,"경기도 가평군 청평면 호명리길 57-98, 1동,2동,3동,4동,5동,6동,부속동",12455,마로니에,관광호텔,240483.7436,469291.5763,관광호텔
13219,3010000,3010000-201-2019-00013,100011,서울특별시 중구 충무로1가 24-1 밀레오레 명동,"서울특별시 중구 퇴계로 115, 4-17층 (충무로1가)",4536,모헤닉 호텔 서울 명동,일반호텔,198562.6327,450975.1164,일반호텔
13222,3910000,3910029-214-2019-00001,459821,경기도 평택시 신장동 248-19번지 외 1필지 248-20 CORNER INN,"경기도 평택시 탄현로 251-7, CORNER INN (신장동)",17761,호텔코너인(HOTEL CORNER INN),숙박업(생활),204810.4533,397012.3724,숙박업(생활)
13229,3010000,3010000-214-2019-00004,100400,서울특별시 중구 쌍림동 3-1번지 3~6층,"서울특별시 중구 퇴계로 301, 3~6층 (쌍림동)",4560,Sweet stay at Joy's,숙박업(생활),200385.9858,451300.0891,숙박업(생활)
13237,3110000,3110000-201-2019-00002,122837,서울특별시 은평구 대조동 15-132,서울특별시 은평구 진흥로 179 (대조동),3397,포레스타호텔,관광호텔,193699.9287,456254.0584,관광호텔
13240,4160000,4160000-214-2019-00033,477803,경기도 가평군 가평읍 이화리 88,"경기도 가평군 가평읍 호반로 2083-23, A,B동 1,2층",12427,초코키즈풀빌라,숙박업(생활),244600.9114,474915.6418,숙박업(생활)
13241,4160000,4160000-214-2019-00034,477803,경기도 가평군 가평읍 이화리 88-4 1동(1층)2동(1~2층)3동(2층),"경기도 가평군 가평읍 호반로 2083-29, 1동(1층)2동(1~2층)3동(2층)",12427,코코키즈풀빌라,숙박업(생활),244575.2083,474893.1252,숙박업(생활)
13243,4060000,4060000-201-2019-00003,413841,"경기도 파주시 탄현면 성동리 124-77번지 124-19, 124-24, 124-25","경기도 파주시 탄현면 새오리로161번길 13-21, 13-23",10858,유앤아이,일반호텔,,,일반호텔
13245,3910000,3910038-201-2019-00003,451823,경기도 평택시 포승읍 희곡리 627-15번지,경기도 평택시 포승읍 직산동길 21-7,17963,투데이모텔,일반호텔,188453.5362,382980.6588,일반호텔
13250,5700000,5700000-201-2019-00001,469120,경기도 여주시 천송동 290-11번지,경기도 여주시 신륵사길 13-2 (천송동),12636,에이스호텔,일반호텔,258026.5891,422142.1986,일반호텔
13251,3060000,3060000-201-2019-00002,131859,서울특별시 중랑구 상봉동 89-35번지,서울특별시 중랑구 봉우재로33길 85-4 (상봉동),2149,사랑만들기호텔,일반호텔,207859.1694,454864.6021,일반호텔
13261,4170000,4170000-214-2019-00004,476921,경기도 양평군 강하면 동오리 637-3번지,경기도 양평군 강하면 동문3길 61,12577,산천펜션,숙박업(생활),234155.8188,439384.1342,숙박업(생활)
13262,3170000,3170000-201-2019-00002,153858,서울특별시 금천구 시흥동 888-11,"서울특별시 금천구 시흥대로56길 15, 트리플8호텔 (시흥동)",8628,트리플8호텔,관광호텔,191301.3711,438953.8679,관광호텔
13270,3010000,3010000-201-2020-00001,100411,서울특별시 중구 광희동1가 263-2번지 B동 2-12층,"서울특별시 중구 마른내로 150, B동 2-12층 (광희동1가)",4560,신아호텔,일반호텔,200330.9741,451373.1594,일반호텔
13278,4070000,4070000-201-2019-00003,467832,경기도 이천시 백사면 조읍리 251-63번지,"경기도 이천시 백사면 이여로 404-28, 1~4동 2층",17311,델루나,일반호텔,242543.625,425302.4196,일반호텔
13280,3010000,3010000-201-2019-00012,100011,서울특별시 중구 충무로1가 22-4번지 6층,"서울특별시 중구 명동8나길 18, 6층 (충무로1가)",4536,아트래블홈(ARTRAVEL HOME),일반호텔,198517.053,451032.0069,일반호텔
13290,3000000,3000000-214-2019-00002,110111,서울특별시 종로구 관철동 12-15번지 평구빌딩 5층,"서울특별시 종로구 종로12길 21, 평구빌딩 5층 (관철동)",3190,유에이치 스위트 종각 5F,숙박업(생활),198692.6279,451865.6943,숙박업(생활)
13291,3000000,3000000-214-2019-00003,110111,서울특별시 종로구 관철동 12-15 평구빌딩 3층,"서울특별시 종로구 종로12길 21, 평구빌딩 3층 (관철동)",3190,유에이치스위트 광화문,숙박업(생활),198692.6279,451865.6943,숙박업(생활)
13293,3000000,3000000-214-2019-00004,110111,서울특별시 종로구 관철동 12-15번지 평구빌딩 4층,"서울특별시 종로구 종로12길 21, 평구빌딩 4층 (관철동)",3190,유에이치 스위트 종각 4F,숙박업(생활),198692.6279,451865.6943,숙박업(생활)
13298,3000000,3000000-201-2019-00006,110862,서울특별시 종로구 숭인동 70-25 영진모텔,"서울특별시 종로구 지봉로12가길 63, 영진여관 (숭인동)",3113,영진모텔,숙박업 기타,201378.9423,452482.2004,숙박업 기타
13299,4160000,4160000-214-2019-00031,477824,경기도 가평군 상면 행현리 222-8,"경기도 가평군 상면 축령로 127, 1,2,3동",12448,모나캠핑파크 하늘빛풍경Ⅱ,숙박업(생활),231655.8797,474794.7124,숙박업(생활)
13309,3230000,3230000-201-2019-00002,138802,서울특별시 송파구 가락동 73-1 관광호텔,"서울특별시 송파구 송이로 104, 관광호텔 (가락동)",5713,부티크호텔 XYM,관광호텔,210664.3699,443861.1844,관광호텔
13311,5590000,5590000-201-2019-00002,482110,경기도 양주시 삼숭동 92-1,"경기도 양주시 어하고개로 149, 1~4층 (삼숭동)",11482,JS호텔,일반호텔,209697.7185,478965.4688,일반호텔
13321,4140000,4140000-201-2019-00001,486803,경기도 연천군 연천읍 차탄리 59-40번지,경기도 연천군 연천읍 연천역로 14-1,11016,고려모텔,숙박업 기타,206641.9547,510916.3495,숙박업 기타
13326,4160000,4160000-214-2019-00029,477801,"경기도 가평군 가평읍 마장리 60-4 외16필지(60-9,10,2,7,12,13,14,15,16(21),27,26,25,24,22,19) 각1~2 층:총16동","경기도 가평군 가평읍 당목가일길 74-5, 외15필지(당목가일길74-7,-9,-17,-19,-21,-23,-25,-27,-29,-31,-35,-37, -39,-41,-43):총16동 각1~2층",12409,세인트21,숙박업(생활),,,숙박업(생활)
13327,4160000,4160000-214-2019-00030,477824,경기도 가평군 상면 임초리 산 214-13번지,"경기도 가평군 상면 임초밤안골로 119-194, 가,나,다동",12447,엔703펜션,숙박업(생활),232994.46,472623.4054,숙박업(생활)
13329,4160000,4160000-214-2019-00032,477824,경기도 가평군 상면 임초리 622-7번지 도로시의숲펜션,경기도 가평군 상면 임초밤안골로 287,12447,도로시의숲,숙박업(생활),231707.1364,471879.6289,숙박업(생활)
13344,3200000,3200000-214-2019-00001,151899,서울특별시 관악구 신림동 1569-6번지,서울특별시 관악구 난곡로64길 7 (신림동),8772,위드 어반,숙박업(생활),192424.1489,442135.577,숙박업(생활)
13366,3170000,3170000-214-2022-00001,153829,서울특별시 금천구 독산동 1006-112,서울특별시 금천구 범안로12길 29-29 (독산동),8602,로즈데일 인 독산,숙박업(생활),190517.4101,440300.1042,숙박업(생활)
13369,4160000,4160000-214-2022-00006,477824,경기도 가평군 상면 행현리 805-11 총5개동 1~5동,경기도 가평군 상면 축령로 171-19 (총5개동) 1동~5동 각 1~2층,12448,하이몽애견풀빌라,숙박업(생활),231376.7058,474779.6283,숙박업(생활)
13370,5600000,5600000-214-2022-00002,487896,"경기도 포천시 영북면 산정리 709-9 (외2필지 710-6, 711-6), 1동 1,2층","경기도 포천시 영북면 우물목길 160-15, 1동 1,2층",11103,이노수피아 105동,숙박업(생활),,,숙박업(생활)
13371,5600000,5600000-214-2022-00006,487896,경기도 포천시 영북면 산정리 709-7 외 2필지 1동,"경기도 포천시 영북면 우물목길 160-21, 1동",11103,이노수피아 107동,숙박업(생활),,,숙박업(생활)
13372,5600000,5600000-214-2022-00008,487896,경기도 포천시 영북면 산정리 710-5 외1필지 1동,"경기도 포천시 영북면 우물목길 160-19, 1동",11103,이노수피아 108동,숙박업(생활),,,숙박업(생활)
13373,5600000,5600000-214-2022-00004,487896,"경기도 포천시 영북면 산정리 709 1동 1,2층","경기도 포천시 영북면 우물목길 160-23, 1동 1,2층",11103,이노수피아 106동,숙박업(생활),226912.5377,505446.8524,숙박업(생활)
13374,5600000,5600000-214-2022-00005,487896,경기도 포천시 영북면 산정리 709-8 1동,"경기도 포천시 영북면 우물목길 160-17, 1동",11103,이노수피아 104동,숙박업(생활),,,숙박업(생활)
13375,5600000,5600000-214-2022-00007,487896,경기도 포천시 영북면 산정리 710-2 외1필지 1동,"경기도 포천시 영북면 우물목길 160-27, 1동",11103,이노수피아 110동,숙박업(생활),,,숙박업(생활)
13376,5600000,5600000-214-2022-00003,487896,"경기도 포천시 영북면 산정리 710 1동 1,2층","경기도 포천시 영북면 우물목길 160-29, 1동 1,2층",11103,이노수피아 109동,숙박업(생활),226898.9257,505500.5423,숙박업(생활)
13377,5530000,5530000-201-2022-00001,445150,"경기도 화성시 오산동 962-31 센트럴스타 주건축물제1동 6층 601호, 7층 701호","경기도 화성시 동탄대로11길 83, 센트럴스타 주건축물제1동 6층, 7층 601호, 701호 (오산동)",18481,저스트슬립호텔 동탄역점,일반호텔,208622.2041,409284.3337,일반호텔
